date,hour,s_h0,s_t0,time_to_mins,s_d0,s_d1,s_d2
2018-12-07,18,74.40277777777777,24.472391975308827,1133.287577160493,10.95216049382716,12.310185185185185,7.569444444444445
2018-12-07,19,76.32907828045805,24.43583317689575,1176.8652962893368,8.965020962392842,10.074400851010575,6.23371503660597
2018-12-07,20,76.1433228947707,24.288568057996276,1230.6694035719863,8.832182231564497,9.89850285273047,6.106602033374801
2018-12-07,21,75.94389292678603,24.20003678425609,1290.3995014181817,8.844929976954441,9.914864385747208,6.179976954440702
2018-12-07,22,76.40011969982966,23.990441508215824,1349.6412995104743,8.870770222365453,10.026748308088946,6.113300492610837
2018-12-07,23,75.94311324879754,24.02773939658745,1410.0459626876652,9.713423699169217,10.966375163970266,6.70091823349366
2018-12-08,0,74.05612146838362,24.65899192773202,30.09598388750073,10.741303094368634,12.266384778012686,7.450605419950029
2018-12-08,1,72.85645976592741,25.1055671934039,89.36198521487077,11.751218179334213,13.64734277517191,8.053053417733048
2018-12-08,2,71.15215637048328,25.87568053438334,150.1936384829193,12.878956334618488,14.920828476643056,8.737155922173406
2018-12-08,3,70.00866479236761,26.32962575471068,210.93412606965578,13.53408305295663,15.73761349495322,9.12573166797253
2018-12-08,4,69.27552085697427,26.745341110251633,270.16252401918774,14.38060006354682,16.798647360537423,9.640279606009713
2018-12-08,5,69.59029586899888,26.888444826942518,330.9658789232168,14.198967249720878,16.67896352809825,9.513956084852996
2018-12-08,6,69.95667447306792,26.686247072597542,390.92619860785663,14.132757611241217,16.508733411397344,9.474970725995316
2018-12-08,7,71.4376918069376,26.292636938526776,449.95321150686675,14.019064447131033,16.346879940481728,9.408444155119502
2018-12-08,8,72.88935141667785,25.82046774987496,510.1417170225126,13.80927442818137,16.108723870909987,9.410590394342242
2018-12-08,9,73.82272435014237,25.36228483512254,570.7290675423233,14.230366492146597,16.654174703775144,9.74359327638468
2018-12-08,10,74.9504159733777,25.205501782741067,629.9322557641972,14.257237936772047,16.720656049441406,9.821915854528168
2018-12-08,11,75.42782188791382,24.983916515761575,690.1698766463886,13.535729210196406,15.771973812508707,9.349073687143056
2018-12-08,12,76.10314150681123,24.888823556665645,750.2255158619797,12.996478546937263,15.128069687702716,8.886572143452877
2018-12-08,13,76.58266678785675,24.70137156880375,810.2844808519604,12.160970732594073,14.197827667696782,8.335439011088893
2018-12-08,14,76.9360372960373,24.675111888109978,870.3177365967429,11.806946386946388,13.847459207459208,8.126247086247087
2018-12-08,15,77.32437424956129,24.51645284935608,929.9312775160973,11.916274129491088,13.868846402512238,8.15410547704812
2018-12-08,16,77.61989749222039,24.475030203183117,989.9610150100638,11.071709683324181,12.859234852645066,7.677146256635548
2018-12-08,17,78.01818267022821,24.305916397205,1049.9264203258506,11.067716387834482,12.713950981770466,7.647406157739351
2018-12-08,18,78.8928870292887,24.138585309156586,1109.9118565008469,10.873919107391911,12.438726173872617,7.526545792654579
2018-12-08,19,78.48564283067803,24.085180622450792,1169.7590056502497,11.363097443497592,12.867636161541311,7.91432011856243
2018-12-08,20,79.11781277421143,23.889338197938272,1230.0640488615895,11.421604396619406,12.869394541172124,8.009421327298758
2018-12-08,21,78.6106394758697,23.820992433328282,1290.2527944388062,10.776414136753715,12.204530774199501,7.380548122174034
2018-12-08,22,79.01750324134099,23.707637525465746,1350.125732388696,10.774773106130764,12.251666975365808,7.327514354510094
2018-12-08,23,78.80165103862892,23.82507335456751,1409.828277027542,11.227062676656647,12.8934900623626,7.6145632374713985
2018-12-09,0,77.89544556275564,24.154479985291577,29.90973696707874,12.559538581736293,14.537478744427593,8.512615469460913
2018-12-09,1,77.03586429725364,24.751412416337782,90.07485421955619,14.426771290099238,16.897161320101546,9.739810754673437
2018-12-09,2,75.28381465911168,25.374116706267486,150.09591406202327,15.529153719612502,18.187397185158105,10.379044050447815
2018-12-09,3,74.07944978607904,25.90834199751377,210.1029419883143,15.670561715048075,18.3675760224502,10.45949303031697
2018-12-09,4,73.26423105636431,26.165747946993168,270.50251104267943,15.827407614781634,18.56494960806271,10.593271743187756
2018-12-09,5,72.948004103712,26.273444320087552,330.2864002362758,14.935786233911584,17.41755269539265,9.996642417459428
