date,hour,s_h0,s_t0,time_to_mins,s_d0,s_d1,s_d2
2018-12-11,22,74.01178010471205,23.30107329842943,1371.3010253054088,13.176701570680628,15.032722513089006,8.552356020942408
2018-12-11,23,74.58965896589659,23.006527930569018,1416.6282086541974,14.780772521696614,17.063867497860898,9.783645031169783
2018-12-12,0,73.89145875068293,23.185242669821402,30.323961178899225,16.451010744855218,18.998087780003644,10.93047714441814
2018-12-12,1,73.10770202589902,23.46227045074927,90.697756771797,18.34512475747868,21.230474213779722,12.048098181654108
2018-12-12,2,72.51244529540482,23.906142870165777,149.70305433989773,19.93704412837345,23.00565280816922,13.00875273522976
2018-12-12,3,71.6541723281638,24.195215293068344,209.8920450108561,21.700276437239374,25.20367333551984,14.028112261631449
2018-12-12,4,72.11428049837981,24.278471543971342,269.2205977210831,22.210944274565286,25.768700652640227,14.199717037104651
2018-12-12,5,71.7245457816154,24.221258319839688,329.68829600648263,23.922423097679438,27.695178989026804,15.129744558373808
2018-12-12,6,72.44306953132082,23.840271507567607,390.4164226573544,25.29707188831475,29.517042879158733,15.958027377390989
2018-12-12,7,72.01477582305952,23.5738006187357,450.7844546028157,26.887703744747657,31.498268458235213,17.022948700189314
2018-12-12,8,72.2111801242236,23.235182150564107,510.184153414674,29.250473547420818,34.50579269635699,18.436941103916126
2018-12-12,9,72.64211406279027,22.987199981421032,570.0855966313724,30.84836522385287,36.525264722273825,19.60068734906186
2018-12-12,10,73.33508990893542,22.85517126611925,631.7783309450002,33.11297554661859,39.50704941524523,21.100956871446403
2018-12-12,11,73.24966261808368,22.647782586437696,689.8941435152921,33.67690446274838,40.37833310065615,21.35129601191307
2018-12-12,12,73.48536727468291,22.592789853446693,749.7139552428304,34.41173307040739,41.310670909335364,21.72845426433021
2018-12-12,13,73.6537377533217,22.45970786918789,810.4778515933779,35.81796626850982,43.32362546414352,22.509148660135104
2018-12-12,14,74.00275469009736,22.38476466397343,870.8133238344128,36.88325813345998,44.768463547850864,23.147233436238423
2018-12-12,15,74.00977243530923,22.35023444668561,930.1005842050594,37.24518260231235,45.13424481556249,23.303863094145715
2018-12-12,16,74.27485967234063,22.341044585403957,989.9717085748131,36.32720303016474,44.20152420937343,22.71738237575868
2018-12-12,17,74.0228100958294,22.35286543392977,1050.3246629474652,35.68560759436721,43.23057542628335,22.3464705088406
2018-12-12,18,74.25651059864896,22.322436524572964,1110.5532083236208,35.280969019333796,42.74716981132075,21.948520847891917
2018-12-12,19,74.82964551302523,22.278501300239867,1170.0216410419803,34.1151512386514,41.20771933026142,21.299055613850996
2018-12-12,20,75.12788344799677,22.239852511351973,1230.2128572927456,32.93781195197626,39.68150546337515,20.547596564593732
2018-12-12,21,75.65588032220944,22.171329344071665,1289.8779025700105,31.825086306098964,38.15756041426928,19.837422324510932
2018-12-12,22,75.8038271049077,22.19599099504537,1350.0645490019335,31.322422332282756,37.434443944169296,19.666051328230527
2018-12-12,23,75.86906255601362,22.37454337694727,1409.6865417936415,30.620541315647966,36.49233733644022,19.359024914859294
2018-12-13,0,75.82584673434552,22.657588716196116,30.131438475129723,30.127661485940166,35.87772886533106,18.984367981313447
2018-12-13,1,74.9688826664258,23.414285069097538,90.34290112305399,29.330367627133953,34.45221750519375,18.51901363923765
2018-12-13,2,73.33857798165138,24.39449770642002,150.50962003058046,29.63454128440367,34.501100917431195,18.55756880733945
2018-12-13,3,72.11287621633853,24.82864494229271,209.8253609413884,28.006291016066985,33.11844308667119,17.662004978501923
2018-12-13,4,71.49870871279055,25.258154591996593,269.8944927733239,27.50740791083322,32.47804811743917,17.473200126863304
2018-12-13,5,71.25403079710145,25.36373550724443,329.9487643417852,27.13641304347826,31.918161231884056,17.276947463768117
